251, 253, 248
252, 251, 244
251, 251, 246
250, 252, 246
250, 251, 245
252, 254, 250
251, 253, 250
251, 257, 245
251, 254, 250
251, 251, 251
251, 252, 253
258, 253, 247
251, 254, 247
250, 250, 249
251, 256, 251
252, 254, 247
254, 250, 249
249, 254, 246
257, 251, 246
251, 253, 249
250, 253, 244
254, 250, 249
250, 254, 248
250, 254, 247
251, 251, 246
250, 250, 250
251, 250, 245
250, 251, 247
254, 250, 245
253, 252, 248
251, 253, 250
257, 252, 248
251, 251, 250
252, 250, 246
252, 252, 250
251, 256, 248
251, 252, 247
250, 254, 246
251, 251, 248
251, 251, 247
253, 251, 248
250, 252, 246
251, 255, 244
254, 251, 240
252, 251, 250
251, 251, 246
251, 257, 249
251, 253, 246
252, 253, 246
251, 252, 247
252, 250, 245
251, 249, 247
250, 254, 251
251, 256, 246
250, 253, 247
250, 255, 246
252, 250, 247
251, 250, 249
254, 251, 251
254, 257, 245
252, 252, 248
254, 253, 250
250, 256, 246
254, 253, 250
250, 251, 252
250, 255, 247
251, 251, 246
252, 253, 248
251, 250, 246
251, 257, 250
251, 250, 246
251, 252, 246
251, 249, 249
252, 251, 243
252, 252, 248
258, 252, 247
250, 251, 250
251, 258, 246
253, 255, 252
255, 251, 247
250, 251, 253
251, 252, 250
253, 252, 246
251, 251, 246
249, 250, 247
251, 250, 247
257, 249, 246
251, 252, 252
250, 258, 244
252, 253, 245
252, 258, 255
250, 251, 248
251, 258, 247
250, 251, 246
250, 253, 246
250, 253, 250
252, 251, 244
251, 252, 246
252, 250, 247
251, 255, 248
251, 252, 246
251, 252, 247
252, 250, 246
253, 251, 245
250, 254, 248
251, 250, 249
250, 251, 246
250, 255, 247
40,0,0
125, 141, 144
125, 140, 144
125, 144, 140
124, 141, 139
124, 142, 147
128, 139, 141
125, 146, 143
125, 139, 142
126, 146, 140
125, 148, 148
124, 143, 141
124, 144, 144
128, 140, 143
125, 142, 141
125, 142, 146
125, 141, 140
125, 140, 142
124, 146, 142
125, 140, 151
123, 142, 141
123, 148, 140
126, 139, 140
123, 145, 145
126, 140, 140
124, 146, 140
127, 143, 143
128, 142, 139
124, 141, 144
125, 146, 140
124, 140, 139
126, 148, 142
125, 142, 141
124, 140, 145
124, 140, 140
127, 142, 140
125, 141, 146
128, 141, 141
126, 146, 140
123, 148, 139
125, 142, 151
125, 141, 144
125, 147, 139
126, 143, 155
125, 143, 142
125, 140, 140
124, 144, 151
124, 143, 141
125, 142, 137
124, 140, 144
124, 142, 139
126, 142, 142
124, 144, 142
123, 138, 141
124, 144, 138
126, 139, 140
128, 140, 141
124, 141, 143
125, 140, 141
123, 141, 142
124, 140, 139
125, 142, 140
125, 139, 145
123, 140, 144
125, 145, 143
125, 141, 140
127, 140, 141
127, 141, 144
127, 140, 139
125, 146, 145
124, 141, 144
127, 139, 141
126, 140, 140
127, 141, 141
124, 139, 140
126, 142, 144
125, 147, 139
124, 144, 139
126, 151, 141
125, 146, 141
124, 141, 145
125, 141, 142
125, 142, 141
124, 141, 142
123, 139, 140
127, 146, 139
126, 147, 140
124, 140, 148
130, 144, 141
125, 141, 140
126, 140, 136
124, 146, 141
125, 141, 140
124, 140, 141
124, 141, 140
126, 143, 140
126, 142, 140
124, 143, 140
124, 141, 142
126, 142, 140
124, 142, 141
124, 140, 142
125, 142, 141
126, 144, 140
126, 145, 140
126, 140, 143
125, 146, 140
124, 145, 141
124, 141, 142
127, 147, 141
127, 140, 140
124, 143, 142
127, 141, 140
125, 140, 139
123, 148, 141
125, 140, 144
124, 142, 140
125, 140, 140
124, 141, 145
128, 140, 140
125, 143, 139
129, 141, 143
123, 140, 141
125, 146, 145
124, 149, 144
126, 147, 141
122, 141, 140
125, 141, 142
127, 142, 148
126, 145, 144
125, 142, 140
125, 145, 140
125, 141, 140
124, 147, 140
125, 144, 140
125, 141, 140
125, 146, 143
125, 139, 147
123, 142, 140
124, 151, 145
125, 145, 141
128, 142, 145
124, 143, 143
126, 140, 141
126, 145, 140
124, 140, 141
125, 140, 143
125, 141, 143
125, 141, 144
124, 140, 139
126, 140, 141
126, 140, 139
126, 142, 140
126, 147, 141
127, 145, 140
119, 141, 140
126, 141, 142
125, 143, 142
123, 141, 145
123, 140, 142
124, 142, 140
124, 139, 141
125, 143, 141
131, 139, 141
125, 143, 141
127, 140, 141
124, 146, 142
129, 142, 140
125, 143, 143
125, 142, 146
124, 141, 143
124, 140, 141
127, 140, 141
124, 147, 140
126, 139, 144
125, 141, 151
127, 140, 140
126, 140, 140
124, 145, 143
130, 146, 142
133, 140, 146
124, 140, 145
125, 146, 141
125, 140, 142
124, 150, 141
125, 141, 140
125, 141, 141
125, 140, 147
125, 141, 145
124, 140, 141
126, 140, 140
126, 142, 142
123, 143, 140
123, 143, 141
128, 141, 140
126, 140, 140
125, 142, 146
130, 143, 143
122, 141, 139
127, 140, 146
124, 141, 146
80,0,0
43, 50, 82
43, 55, 84
43, 54, 89
46, 48, 82
43, 49, 84
42, 52, 86
43, 48, 83
43, 48, 82
43, 54, 82
43, 43, 83
43, 49, 83
44, 50, 85
43, 43, 82
42, 48, 87
43, 48, 82
43, 47, 83
43, 47, 82
44, 55, 82
43, 52, 83
42, 54, 82
44, 48, 81
43, 56, 82
45, 46, 83
45, 54, 85
44, 53, 83
43, 50, 82
42, 47, 77
45, 48, 81
44, 44, 83
43, 44, 90
43, 48, 78
43, 48, 84
43, 53, 82
45, 48, 84
46, 47, 85
44, 47, 83
43, 48, 82
43, 48, 83
42, 47, 87
44, 48, 86
43, 47, 82
43, 49, 86
43, 48, 84
42, 46, 84
47, 43, 83
46, 47, 82
43, 50, 85
44, 48, 83
43, 47, 84
43, 47, 83
44, 48, 83
44, 49, 79
43, 44, 83
44, 55, 86
44, 46, 82
43, 47, 95
43, 51, 80
43, 48, 79
45, 48, 83
44, 48, 85
43, 44, 84
43, 47, 81
44, 47, 79
43, 47, 77
41, 47, 79
44, 48, 80
45, 55, 81
46, 51, 85
44, 49, 85
43, 44, 86
44, 44, 85
43, 46, 86
43, 48, 80
46, 48, 78
44, 48, 81
44, 49, 84
48, 52, 85
43, 58, 82
43, 54, 82
43, 48, 82
42, 48, 84
45, 44, 102
44, 51, 89
43, 48, 82
43, 48, 82
43, 48, 82
43, 48, 84
44, 46, 83
42, 49, 83
41, 43, 83
42, 51, 82
43, 48, 84
42, 51, 83
43, 50, 82
45, 55, 81
43, 48, 80
42, 52, 85
41, 47, 82
48, 55, 83
44, 48, 82
44, 47, 86
43, 52, 85
42, 45, 79
43, 49, 79
41, 51, 86
46, 55, 84
43, 53, 83
44, 50, 242
43, 47, 89
45, 44, 82
45, 48, 83
43, 47, 82
42, 47, 77
46, 49, 79
43, 57, 77
45, 52, 79
43, 47, 86
42, 51, 80
44, 47, 85
44, 48, 82
43, 49, 82
43, 48, 83
45, 47, 82
43, 46, 84
44, 53, 82
42, 47, 83
44, 47, 81
45, 44, 84
46, 48, 81
43, 48, 81
43, 47, 81
43, 49, 83
43, 50, 83
44, 47, 86
46, 47, 82
47, 52, 82
43, 52, 82
43, 50, 80
44, 48, 78
43, 48, 82
42, 56, 82
43, 47, 81
43, 49, 85
44, 56, 80
43, 55, 80
43, 47, 83
42, 48, 86
44, 50, 87
43, 47, 82
43, 47, 84
43, 50, 83
43, 45, 84
44, 43, 85
45, 47, 81
43, 54, 82
44, 53, 82
45, 44, 82
42, 47, 85
42, 47, 82
45, 47, 88
43, 55, 82
43, 58, 79
43, 53, 83
43, 54, 82
43, 47, 83
42, 54, 82
46, 48, 82
44, 55, 79
43, 54, 78
43, 49, 83
43, 55, 79
42, 50, 78
42, 49, 82
46, 53, 83
46, 51, 79
43, 44, 82
44, 48, 82
43, 47, 81
43, 54, 83
43, 48, 86
42, 43, 82
42, 43, 79
43, 43, 81
43, 49, 84
43, 48, 87
43, 50, 81
43, 47, 83
43, 50, 78
44, 48, 78
43, 50, 83
43, 48, 77
44, 49, 84
43, 47, 82
44, 49, 84
45, 45, 85
48, 55, 85
41, 53, 82
45, 43, 83
43, 48, 85
44, 48, 83
